,raw_text,new_line_break_count
114,"PRO CYBER RESEARCH
Recent Trends in Insider Risk

This paper looks at the potential for an increase in the number of insider incidents, how criminals are targeting employees to facilitate attacks and what cybersecurity officials can do to mitigate this concern.

David Breg, Deputy Research Director, WSJ Pro Research

January 17, 2023 02:17 pm ET",7
115,"Stocks to Watch: National Instruments, Goldman Sachs, Morgan Stanley, Alibaba

Dave Sebastian

January 17, 2023 07:59 am ET",4
116,"Goldman Sachs, Morgan Stanley to Post Earnings Shortly

January 17, 2023 07:09 am ET",2
117,"AUTOS INDUSTRY
EVs Made Up 10% of All New Cars Sold Last Year

The increase, driven by China and Europe, provided relief to a broader car market that suffered from economic worries, inflation and production disruptions.

William Boston

January 16, 2023 05:38 pm ET

Appeared in the Jan 17, 2023 , print edition as 'EVs Climb to 10% Of New Cars Sold'",9
118,"BUSINESS
Musk, Tesla Poised for Trial

The plaintiff alleges the Tesla CEO’s 2018 tweets about a potential deal to take the car maker private, which never materialized, cost investors billions.

Rebecca Elliott and Meghan Bobrowsky

January 16, 2023 04:40 pm ET

Appeared in the Jan 17, 2023 , print edition as 'Trial to Focus on Musk Tweets Proposing Taking Tesla Private'",9
119,"PERSONAL FINANCE
Tesla Cut Prices, but Some Buyers Won’t Get EV Tax Credit

New IRS income limits for the federal $7,500 electric-vehicle tax credit kicked in Jan. 1.

Ashlea Ebeling

January 14, 2023 08:25 am ET

Appeared in the Jan 18, 2023 , print edition as 'Some EV Buyers Won’t Get Tax Break'",9
120,"COMMENTARY
Opinion: A Simple Way the Republican House Can Combat the Woke Left

Invite nonpartisan experts for formal debates in the chamber and let the people make up their own minds.

James Hankins

January 13, 2023 05:26 pm ET

Appeared in the Jan 14, 2023 , print edition as 'A Simple Way the Republican House Can Combat the Woke Left'",9
121,"U.S. MARKETS
Stocks Climb as Investors Parse Bank Earnings

U.S. stocks recovered from early losses as investors weighed the first batch of earnings results from big banks.

Chelsey Dulaney and Hannah Miao

January 13, 2023 04:41 pm ET

Appeared in the Jan 14, 2023 , print edition as 'Stocks Rise as Investors Parse Earnings'",9
122,"BUSINESS
Judge Rejects Elon Musk Request to Relocate Trial Over Tesla Tweets

Court proceedings over the Tesla boss’s 2018 comments about taking the car maker private are due to start next week.

Meghan Bobrowsky

January 13, 2023 02:44 pm ET

Appeared in the Jan 14, 2023 , print edition as 'Musk Loses Request To Relocate Trial'",9
123,"What If Tesla Is…Just a Car Company?

January 13, 2023 12:45 pm ET",2
124,"BUSINESS
What if Tesla Is…Just a Car Company?

Tesla’s aura as an elite tech disrupter dims as EV competitors multiply and improve their offerings. Musk’s messy involvement with Twitter isn’t helping.

Rebecca Elliott

January 13, 2023 11:28 am ET

Appeared in the Jan 14, 2023 , print edition as 'Tesla Is Pressured By Rising Rivals'",9
125,"Tesla Stock, Auto Sector Shares Sell Off After Elon Musk's Company Cuts Prices

Caitlin McCabe

January 13, 2023 09:40 am ET",4
126,"HEARD ON THE STREET
Don’t Write Off Tesla as America’s EV Market Booms

Tesla’s price cuts and the chaotic implementation of President Biden’s new tax credits for electric vehicles obscure a bigger picture: The shift to EVs in America is getting serious.

Stephen Wilmot

January 13, 2023 07:54 am ET

Appeared in the Jan 14, 2023 , print edition as 'Don’t Write Off Tesla As EV Boom Builds'",9
127,"AUTOS INDUSTRY
Toyota Considers New EV-Dedicated Platform

The Japanese auto maker aims to manufacture large volumes of electric vehicles efficiently.

River Davis

January 13, 2023 07:04 am ET

Appeared in the Jan 14, 2023 , print edition as 'Toyota Considers New EV Approach'",9
128,"WHATS NEWS BUSINESS FINANCE
What’s News: Business & Finance

What’s News: Business & Finance

January 13, 2023 12:01 am ET

Appeared in the Jan 13, 2023 , print edition as 'What’s News: Business & Finance'",7
129,"AUTOS INDUSTRY
Tesla Cuts Prices Across Models Sold in U.S.

The move could allow some buyers to qualify for a $7,500 U.S. electric-vehicle tax credit.

Rebecca Elliott

January 13, 2023 12:01 am ET",7
130,"STYLE & SUBSTANCE
Vol. 35, No. 12: Inflation Language

In the latest Wall Street Journal copy-editing bulletin: Mixing up terminology on CPI and inflation.

January 12, 2023 04:18 pm ET",5
131,"AUTOS INDUSTRY
EV Startup Lucid Beats Production Target, Struggles to Deliver Cars

Luxury electric-vehicle maker Lucid Group said it surpassed its production target for 2022, but only got about 60% of them into the hands of buyers.

Sean McLain

January 12, 2023 02:15 pm ET

Appeared in the Jan 13, 2023 , print edition as 'Lucid Tops Output Target, Struggles With Deliveries'",9
132,"CHINA
China’s Precarious Moment: Covid Everywhere and Few Restrictions

Parts of China’s economy are bouncing back, but Infections have skyrocketed, medical facilities are stretched to their limits and the elderly are dying. Lunar New Year holiday travel risks furthering the spread.

Brian Spegele, Cao Li and Karen Hao

January 12, 2023 10:05 am ET

Appeared in the Jan 13, 2023 , print edition as 'China’s Precarious Moment: Pervasive Covid, Few Controls'",9
133,"Robinhood Traders Double Down on Tesla

Gunjan Banerji

January 11, 2023 10:15 am ET",4
134,"Stocks to Watch: Tesla, Airline Stocks, Bed Bath & Beyond, CarMax

Joe Wallace

January 11, 2023 08:47 am ET",4
135,"BUSINESS
Tesla Considers $775 Million Texas Factory Expansion

The auto maker’s plans include new construction projects related to car and battery-cell operations.

Meghan Bobrowsky

January 10, 2023 09:15 pm ET

Appeared in the Jan 11, 2023 , print edition as 'Tesla Considers Texas Factory Expansion'",9
136,"HEARD ON THE STREET
Falling Car Prices Will Slow Detroit’s Profit Machine

Used-vehicle values recorded a sharp decline in 2022, and new cars may now be following their lead.

Stephen Wilmot

January 10, 2023 09:30 am ET

Appeared in the Jan 11, 2023 , print edition as 'Falling Car Prices Threaten Detroit’s Profit'",9
137,"AUTOS INDUSTRY
China’s EV Sales Broke Record in 2022

Rising retail demand for electric and plug-in hybrid vehicles boosted the auto market as traditional-car sales slipped 13%.

Selina Cheng

January 10, 2023 07:18 am ET

Appeared in the Jan 11, 2023 , print edition as 'Sales of EVs in China Nearly Doubled in 2022'",9
138,"U.S. MARKETS
Nasdaq Rises, as Dow and S&P 500 Slip

A rally faded, as investors weighed bets about whether the Federal Reserve might dial back its aggressive pace of increases in interest rates.

Joe Wallace and Jack Pitcher

January 9, 2023 06:15 pm ET

Appeared in the Jan 10, 2023 , print edition as 'Dow, S&P Lose Steam on Fed Policy Worries'",9
139,"A-HED
Do You Have a ‘Failure Résumé’? The Latest Profession Broadcasting Its Misses and Flubs

Venture-capital firms tout ‘anti-portfolios’ to show a degree of humility; one critic calls it ‘performative BS.’

Eric Sylvers

January 9, 2023 11:03 am ET

Appeared in the Jan 10, 2023 , print edition as 'Failure Résumés Broadcast Misses and Flubs'",9
140,"AUTOS INDUSTRY
New York City Scrambling to Find Space for EV Chargers

To meet ambitious plans to phase out combustion engines, the city must install thousands of chargers by 2030 to boost electric-vehicle ownership

Jennifer Hiller | Photographs by Gabriela Bhaskar for The Wall Street Journal

January 9, 2023 08:00 am ET",7
141,"Warren Buffett's Berkshire Hathaway Cuts Stake in China's BYD Again

January 9, 2023 07:11 am ET",2
142,"WHATS NEWS BUSINESS FINANCE
What’s News: Business & Finance

What’s News: Business & Finance

January 9, 2023 12:01 am ET

Appeared in the Jan 09, 2023 , print edition as 'What’s News: Business & Finance'",7
143,"INSIDE VIEW
Opinion: The Voting Bloc Against Bossiness

The Dontells don’t want to be told what to think, what to say, or what to do.

Andy Kessler

January 8, 2023 12:35 pm ET

Appeared in the Jan 09, 2023 , print edition as 'The Voting Bloc Against Bossiness'",9
144,"MARKETS
Bonds Open 2023 With a Rally

U.S. Treasurys are off to a solid start in 2023, providing a glimmer of hope to investors recovering from a historically terrible year for bonds. 

Sam Goldfarb and Matt Grossman

January 8, 2023 09:00 am ET

Appeared in the Jan 09, 2023 , print edition as 'Bonds Start the Year With a Rally'",9
145,"BUSINESS
SpaceX Aims to Speed Launch Pace as Rivals Prep New Rockets

Globally, 180 launches reached orbit last year, more than double the number five years earlier, according to a new analysis.

Micah Maidenberg

January 8, 2023 07:00 am ET

Appeared in the Jan 09, 2023 , print edition as 'SpaceX Seeks More Flights As Rivals Ready New Rockets'",9
146,"AUTOS INDUSTRY
Developing Nations Aren’t Ready for EVs—Unless They Are Made in China

Chinese EVs are popular price leaders in Southeast Asia, one of the trends in the electric-vehicle market there that analysts say could be worrisome for global auto makers.

River Davis

January 8, 2023 05:30 am ET

Appeared in the Jan 09, 2023 , print edition as 'Developing Nations Favor Chinese EVs'",9
147,"TECH
Musk Seeks to Move Trial Over Tesla Tweets Out of San Francisco

Billionaire argues that negative local publicity surrounding his management of Twitter will keep him from having a fair trial.

Patience Haggin

January 7, 2023 05:35 pm ET

Appeared in the Jan 09, 2023 , print edition as 'Musk Seeks to Move Fraud Trial'",9
148,"AUTOS INDUSTRY
The Future of Car Technology, as Seen at CES 2023

Color-changing cars. Flying taxis. And a gaming-style tablet that can steer a vehicle. Car companies descended on CES in Las Vegas to show off their latest ideas.

Ryan Felton

January 7, 2023 08:46 am ET",7
149,"WHATS NEWS BUSINESS FINANCE
What’s News: Business & Finance

What’s News: Business & Finance

January 7, 2023 12:01 am ET

Appeared in the Jan 07, 2023 , print edition as 'What’s News: Business & Finance'",7
150,"BUSINESS
Amazon, Bed Bath & Beyond, World Wrestling Entertainment: Stocks That Defined the Week

Here are seven major companies whose stocks moved on the week’s news.

Francesca Fontana

January 6, 2023 06:04 pm ET",7
151,"Tesla Stock Edges Higher; China Vehicle Deliveries Fell Sharply in December

Caitlin McCabe

January 6, 2023 01:49 pm ET",4
152,"HEARD ON THE STREET
You May Be Able to Buy a Self-Driving Car After All

Technology supplier Mobileye has articulated a credible path to vehicle autonomy, and unlike most peers can fund its way.

Stephen Wilmot

January 6, 2023 10:21 am ET

Appeared in the Jan 07, 2023 , print edition as 'Self-Driving Cars May Not Be So Far Off'",9
153,"RUMBLE SEAT
Kia EV6 GT: Fast, Furious, Almost as Good as Tesla

The performance version from Kia’s EV6 lineup boasts the kind of acceleration and handling normally found in high-end sports cars. Dan Neil likes how this family hatchback punches above its weight.

Dan Neil

January 6, 2023 09:00 am ET

Appeared in the Jan 07, 2023 , print edition as 'Kia EV6 GT: One of the Best EVs That’s Not a Tesla'",9
154,"POLITICS
Why Big Donors Can’t Reel In GOP Rebels

Many of Kevin McCarthy’s detractors reap small donations online, making them less dependent on business groups.

Julie Bykowicz

January 6, 2023 08:38 am ET",7
155,"AUTOS INDUSTRY
Tesla Slashes Prices in China Again After Deliveries Slump

The company’s Model 3 is now more than 30% cheaper in China than in the U.S., as Tesla seeks to shore up its share of world’s largest auto market.

Selina Cheng

January 6, 2023 06:43 am ET

Appeared in the Jan 07, 2023 , print edition as 'Tesla Cuts Prices In China After Deliveries Slump'",9
156,"BUSINESS
U.S. EV Sales Leapt in 2022 as Newcomers Target Tesla

Electric-vehicle purchases jumped, with Ford and Hyundai-Kia gaining ground and Volkswagen and GM slipping.

Mike Colias

January 6, 2023 05:30 am ET

Appeared in the Jan 07, 2023 , print edition as 'EVs’ Share of U.S. Market Grows'",9
157,"TECH
ChatGPT Creator Is Talking to Investors About Selling Shares at $29 Billion Valuation

A tender offer at that valuation would make OpenAI one of the most valuable startups in the U.S., bucking a tech retrenchment.

Berber Jin and Miles Kruppa

January 5, 2023 05:02 pm ET

Appeared in the Jan 06, 2023 , print edition as 'AI Startup Targets $29 Billion Value'",9
158,"BUSINESS
Mercedes-Benz Plans to Install Its Own Network of EV Chargers

The luxury brand intends to install 10,000 chargers globally that drivers of cars with compatible technology can use.

Ryan Felton

January 5, 2023 01:52 pm ET

Appeared in the Jan 06, 2023 , print edition as 'Mercedes Plans Own Charging Network'",9
159,"AUTOS INDUSTRY
Ford’s U.S. Auto Sales Fell 2% in 2022

Electric vehicles surge, but the chip shortage and depleted inventories hamper conventional car and truck business.

Nora Eckert

January 5, 2023 09:45 am ET",7
160,"AUTOS INDUSTRY
Tesla’s China Deliveries Fell Sharply in December Despite Discounts

Tesla’s December deliveries dropped by about 20% from the same month in 2021 and were a little more than half of those made in November.

Selina Cheng

January 5, 2023 07:29 am ET

Appeared in the Jan 06, 2023 , print edition as 'Tesla’s China Deliveries Plunged In December Despite Discounts'",9
161,"STOCKS
Corporate Insiders Aren’t Betting on a Market Rebound

It is telling that executives and directors haven’t been scooping up their own stocks, even as market declines have lowered share prices.

Jack Pitcher

January 5, 2023 07:00 am ET

Appeared in the Jan 06, 2023 , print edition as 'Insider Sentiment Flags for Sixth Month in Row'",9
162,"AUTOS INDUSTRY
U.S. Auto Sales in 2022 Worst in Over a Decade

GM bucked last year’s industry declines to regain the U.S. sales crown from Toyota.

Sean McLain

January 4, 2023 08:18 pm ET

Appeared in the Jan 05, 2023 , print edition as 'U.S. Cars Hit Worst Sales Year In Over A Decade'",9
163,"U.S. MARKETS
Stocks Rise After Downbeat Start to 2023

Government bonds rally after unexpected slowdown in French inflation.

Chelsey Dulaney and Corrie Driebusch

January 4, 2023 04:48 pm ET

Appeared in the Jan 05, 2023 , print edition as 'Stocks Advance Despite Recession Fears'",9
164,"Stocks to Watch: Alibaba, Tesla, GE, Apple, Salesforce

Dave Sebastian

January 4, 2023 08:39 am ET",4
165,"Today's Coverage

January 4, 2023 03:44 am ET",2
166,"Stocks Slip as Investors’ Worries Carry Into 2023

January 4, 2023 03:38 am ET",2
167,"U.S. MARKETS
Stocks Slip in First Session of the New Year

U.S. stock benchmarks edged lower to start the new year after investors closed out 2022 with punishing losses.

Caitlin Ostroff and Vicky Ge Huang

January 3, 2023 07:14 pm ET

Appeared in the Jan 04, 2023 , print edition as 'Stocks Retreat to Start New Year'",9
168,"AUTOS INDUSTRY
EV Startup Rivian Missed 2022 Production Target

Rivian fell short of its 25,000-vehicle production target for 2022, capping a challenging year for the electric-truck startup. 

Sean McLain

January 3, 2023 06:34 pm ET

Appeared in the Jan 04, 2023 , print edition as 'EV Startup Rivian Missed 2022 Target'",9
169,"HEARD ON THE STREET
Tesla’s Sales Miss Puts Spotlight on Margins

Tesla’s disappointing deliveries won’t be the last headline about car sales this week. But investors will need to wait longer for firm answers to a more important question: How valuable are those sales?

Stephen Wilmot

January 3, 2023 06:18 pm ET

Appeared in the Jan 04, 2023 , print edition as 'Tesla Sales Miss Puts Spotlight On Margins'",9
170,"BUSINESS
Tesla Stock Posts Worst Drop in Over Two Years

Wall Street resets 2023 vehicle-delivery expectations after last year’s numbers fell short.

Meghan Bobrowsky

January 3, 2023 05:09 pm ET

Appeared in the Jan 04, 2023 , print edition as 'Tesla Stock Declines 12% in Worst Fall in Over 2 Years'",9
171,"Heard on the Street Recap: From Model S to Pumpkin

Heard Editors

January 3, 2023 05:00 pm ET",4
172,"Tesla Stock Falls After Deliveries Miss 2022 Target

Caitlin McCabe

January 3, 2023 04:30 pm ET",4
173,"Wall Street Thinks Tesla Stock Price Could Double

Hannah Miao

January 3, 2023 03:00 pm ET",4
174,"MIDDLE EAST
Saudi Crown Prince Tangles With Sovereign Wealth Fund Over How to Invest Oil Riches

Prince Mohammed bin Salman has vexed financial officials at times as he pushes pet projects on the Public Investment Fund, including a deal with Jared Kushner.

Rory Jones, Stephen Kalin and Summer Said

January 3, 2023 01:14 pm ET

Appeared in the Jan 04, 2023 , print edition as 'Royal Input Riles Saudi Wealth Fund'",9
175,"Tesla, Etsy Selloff Sends Stocks Lower

Charley Grant

January 3, 2023 10:37 am ET",4
176,"Meta, PayPal and Tesla Among Companies to Record Worst Yearly Performance in 2022

Caitlin McCabe

January 3, 2023 09:15 am ET",4
177,"Stocks to Watch: Tesla, Alibaba, Block, GE

Caitlin Ostroff

January 3, 2023 08:41 am ET",4
178,"The Dow Flattens The S&P

James Mackintosh

January 3, 2023 07:30 am ET",4
179,"Stock Market News, Jan. 3, 2023: U.S. Indexes Decline to Start January, Tesla Drops

The Wall Street Journal’s full markets coverage.

January 3, 2023 04:11 am ET",4
180,"Today's Coverage

January 3, 2023 04:11 am ET",2
181,"WHATS NEWS BUSINESS FINANCE
What’s News: Business & Finance

What’s News: Business & Finance

January 3, 2023 12:01 am ET

Appeared in the Jan 03, 2023 , print edition as 'What’s News: Business & Finance'",7
182,"AUTOS INDUSTRY
Tesla Misses Delivery Target as Growth Slows

Elon Musk’s electric-car maker didn’t meet its initial goal of increasing annual deliveries by 50% or more last year.

Rebecca Elliott

January 2, 2023 02:04 pm ET

Appeared in the Jan 03, 2023 , print edition as 'Tesla Misses Yearly Delivery Target'",9
183,"LETTERS
Opinion: EVs Can Overcome the Obstacles

Technology doesn’t stand still.

January 1, 2023 08:00 am ET",5
184,"CHINA
Chinese Factories, Restaurants Adjust to Life Without Zero-Covid

Businesses in China have to get their supply chains in order after a topsy-turvy time capped by an abrupt Covid-policy reversal—and withstand a wave of cases sweeping through employee ranks.

Dan Strumpf and Liza Lin

January 1, 2023 07:43 am ET

Appeared in the Jan 03, 2023 , print edition as 'Businesses Adjust as Controls End'",9
185,"STOCKS
The Year Big Tech Stocks Fell from Glory

With interest rates rising sharply, momentum shifted in favor of defensive plays, while the energy sector rallied amid geopolitical strife.

Hannah Miao

January 1, 2023 05:30 am ET

Appeared in the Jan 03, 2023 , print edition as 'Big Tech Stocks Fall From Glory'",9
186,"CHINA
China’s Economy Reels as Beijing Lifts ‘Zero-Covid’ Measures

Manufacturing and service-sector activity fell to their lowest levels since the initial throes of the pandemic in early 2020, highlighting the breadth of the tumult as waves of infections hit the world’s second-largest economy.

Jonathan Cheng

December 31, 2022 09:39 pm ET

Appeared in the Dec 31, 2022 , print edition as 'Chinese Economic Activity Takes Big Hit'",9
187,"KEYWORDS: CHRISTOPHER MIMS
The Craziest Moments From the Longest Tech Boom (So Far)

From pizza robots to the crypto meltdown, the long bubble has shown us the hilarious, the regrettable, and the unexpectedly triumphant.

Christopher Mims

December 31, 2022 12:00 am ET

Appeared in the Invalid date, print edition as 'The Craziest Moments of the Tech Boom'",9
188,"U.S. MARKETS
Tesla, Apple, Southwest Airlines: Stocks That Defined The Week

Here are seven major companies whose stocks moved on the week’s news.

Francesca Fontana

December 30, 2022 07:51 pm ET",7
189,"AUTOS INDUSTRY
Tesla Stock Fell 65% in 2022, Its Biggest-Ever Annual Decline

Elon Musk’s electric-vehicle maker has shed more than $700 billion in market valuation in 2022.

Meghan Bobrowsky

December 30, 2022 06:38 pm ET

Appeared in the Dec 31, 2022 , print edition as 'Tesla Stock Slid By 65% in 2022, Its Worst Year'",9
190,"MARKETS
Investors Remain on Edge After Brutal Markets Year

The Federal Reserve is looming over the debate on what is ahead in 2023.

Akane Otani

December 30, 2022 04:57 pm ET

Appeared in the Dec 31, 2022 , print edition as 'Stocks Log Worst Year Since 2008'",9
191,"SCIENCE OF SUCCESS
The Most Interesting Success and Failure of 2022

From the Webb telescope’s breathtaking images of space to a brilliant ‘Star Wars’ show, this is what resonated over the past year—the good and the bad.

Ben Cohen

December 30, 2022 01:16 pm ET

Appeared in the Invalid date, print edition as 'The Most Interesting Success and Failure of 2022'",9
192,"AUTOS INDUSTRY
U.S. Moves to Appease Allies on EV Subsidies

Electric vehicles assembled overseas could qualify for subsidies if purchased for lease.

Yuka Hayashi

December 29, 2022 09:13 pm ET

Appeared in the Dec 30, 2022 , print edition as 'U.S. Moves to Appease Allies On EV Subsidies'",9
193,"REVIEW & OUTLOOK
Opinion: Biden’s Back Door Tesla Subsidy

EPA finds a convoluted way to expand ethanol subsidies to boost EVs.

The Editorial Board

December 29, 2022 06:29 pm ET

Appeared in the Dec 30, 2022 , print edition as 'Biden’s Back Door Tesla Subsidy'",9
194,"U.S. MARKETS
Stocks Rally As Year-End Approaches

U.S. stock indexes rose, as investors continued to assess what China’s reopening could mean for global growth and inflation.

Caitlin Ostroff and Gunjan Banerji

December 29, 2022 04:38 pm ET

Appeared in the Dec 30, 2022 , print edition as 'Indexes Rise With Hopes for Year-End Surge'",9
195,"HEARD ON THE STREET
Cathie Wood and Elon Musk Are Almost Right About Fed

The two are correct in that higher rates are dragging down tech, but that is hardly the whole story.

Laura Forman

December 29, 2022 04:29 pm ET

Appeared in the Dec 30, 2022 , print edition as 'Musk, Wood Are Almost Right About The Fed'",9
196,"Stock Market News, Dec. 29, 2022: Stocks Surge; Tesla Stock Jumps

The Wall Street Journal’s full markets coverage.

December 29, 2022 04:12 am ET",4
197,"Today's Coverage

December 29, 2022 04:12 am ET",2
198,"WHATS NEWS BUSINESS FINANCE
What’s News: Business & Finance

What’s News: Business & Finance

December 29, 2022 12:01 am ET

Appeared in the Dec 29, 2022 , print edition as 'What’s News: Business & Finance'",7
199,"U.S. MARKETS
Stocks Fall as China Reopening Remains in Focus

While the year-end often sees a Santa Rally, investors are still digesting how the Chinese economy and rising global rates will affect shares.

Caitlin McCabe and Hannah Miao

December 28, 2022 05:13 pm ET

Appeared in the Dec 29, 2022 , print edition as 'Stocks Indexes Drop On China Concerns'",9
200,"AUTOS INDUSTRY
Tesla Stock Suffers December Selloff

Elon Musk’s car company gave up almost a third of its value during the recent seven days of losses, trading back at August 2020 levels.

Meghan Bobrowsky and Gunjan Banerji

December 28, 2022 05:02 pm ET

Appeared in the Dec 29, 2022 , print edition as 'Tesla Suffers December Selloff'",9
201,"Tesla Stock Heads for Worst Performance This Year of Any Major S&P 500 Company

Caitlin McCabe

December 28, 2022 02:48 pm ET",4
202,"Cathie Wood Added to Tesla Position As It Hit Fresh Lows

Jack Pitcher

December 28, 2022 01:07 pm ET",4
203,"Stocks Edge Higher to Open Wednesday

Charley Grant

December 28, 2022 09:34 am ET",4
204,"Stocks to Watch: Tesla, XPeng, Southwest, Rivian

Caitlin McCabe

December 28, 2022 08:12 am ET",4
205,"HEARD ON THE STREET
China’s EV Market Will Slow in 2023. That Still Leaves It Ahead.

Expiring subsidies will weigh on electric-vehicle sales, but China’s strength in EVs will prove durable.

Jacky Wong

December 28, 2022 06:30 am ET

Appeared in the Dec 29, 2022 , print edition as 'China’s EV Market Will Slow, Still Be Ahead'",9
206,"AUTOS INDUSTRY
With New EVs Arriving, Brand Loyalty Goes Out the Window

As more car makers roll out electric vehicles, they are discovering that early customers are far more apt to try new brands.

Sean McLain

December 28, 2022 05:30 am ET

Appeared in the Dec 29, 2022 , print edition as 'Brand Loyalty With Cars Fades As EVs Roll Out'",9
207,"Today's Developments

December 28, 2022 04:19 am ET",2
208,"CORRECTIONS
Corrections & Amplifications

Corrections & Amplifications for the edition of Dec. 28, 2022.

December 28, 2022 12:01 am ET

Appeared in the Dec 28, 2022 , print edition as 'Corrections & Amplifications'",7
209,"BUSINESS WORLD
Opinion: The Great Tesla Stock Repricing

It’s healthy for the car maker, but can Elon Musk’s finances handle it?

Holman W. Jenkins, Jr.

December 27, 2022 06:13 pm ET

Appeared in the Dec 28, 2022 , print edition as 'The Great Tesla Stock Repricing'",9
210,"U.S. MARKETS
Stocks Mixed After China Says It Will Open Borders

Investors hope the move by the world’s second-largest economy will bolster global growth.

Jack Pitcher and Caitlin Ostroff

December 27, 2022 05:03 pm ET

Appeared in the Dec 28, 2022 , print edition as 'Stocks End Mixed on China Border Plans'",9
211,"Tesla Stock Keeps Falling, Logging Seventh Straight Decline

David Marino-Nachison

December 27, 2022 04:29 pm ET",4
212,"Chinese EV Maker Nio Cuts Delivery Outlook Amid Covid Disruptions

Michelle Chan

December 27, 2022 03:00 pm ET",4
213,"Stocks to Watch: Southwest, Tesla, Alibaba

Caitlin Ostroff

December 27, 2022 07:02 am ET",4
214,"FINANCE
Auto-Loan Interest Rates Are Skyrocketing. No One Told Credit Unions.

Credit unions charged an average interest rate of 5.94% for used cars in the third quarter, well below banks’ 8.36%.

Ben Eisen

December 27, 2022 05:30 am ET

Appeared in the Dec 28, 2022 , print edition as 'Credit Unions Draw More Car Loans'",9
215,"WHATS NEWS BUSINESS FINANCE
What’s News: Business & Finance

What’s News: Business & Finance

December 27, 2022 12:01 am ET

Appeared in the Dec 27, 2022 , print edition as 'What’s News: Business & Finance'",7
216,"CHINA
China to Open Borders as Covid-19 Cases Rise

Beijing plans to lift quarantine requirements on international arrivals early next month, taking one of its biggest steps to ease restrictions since the pandemic began even as case numbers remain high.

Jonathan Cheng

December 26, 2022 07:45 pm ET

Appeared in the Dec 27, 2022 , print edition as 'China To Open Borders As Covid Cases Rise'",9
217,"AUTOS INDUSTRY
Tesla Extends Shutdown at Shanghai Plant

The work stoppage, originally set to last eight days, comes as China’s Covid-19 outbreak takes out plant employees and suppliers.

Raffaele Huang

December 26, 2022 09:19 am ET

Appeared in the Dec 27, 2022 , print edition as 'Tesla Suspends Work at Shanghai Factory'",9
218,"LIFE SCIENCE
Opinion: Not So Fast on Electric Cars

Toyota’s CEO delivers a timely warning, and many states echo it.

Allysia Finley

December 25, 2022 06:20 pm ET",7
219,"EUROPE
Rising Power Prices in Europe Are Making EV Ownership More Expensive

The price rises for power remove a powerful incentive for consumers who were contemplating a switch to EVs, which used to be much cheaper to run than combustion engines. 

William Boston

December 25, 2022 01:43 pm ET

Appeared in the Dec 27, 2022 , print edition as 'EVs Get More Pricey To Own in Europe'",9
220,"AUTOS INDUSTRY
Tesla Shares Head for Worst Year Ever

Wall Street is bristling over Elon Musk’s focus on Twitter and the weakening demand for Tesla’s electric vehicles.

Rebecca Elliott and Nate Rattner

December 24, 2022 05:30 am ET

Appeared in the Dec 27, 2022 , print edition as 'Tesla Stock Is Headed For Its Worst Year Ever'",9
221,"WHATS NEWS BUSINESS FINANCE
What’s News: Business & Finance

What’s News: Business & Finance

December 24, 2022 12:01 am ET

Appeared in the Dec 24, 2022 , print edition as 'What’s News: Business & Finance'",7
222,"FASHION
Allbirds Were the Tech Bro ‘It’ Shoe. Then the Tech Bros Moved On.

Renowned as “the world’s most comfortable sneakers,” Allbirds once dominated Silicon Valley style. So why are their original fans shunning them and turning to other kicks?

Jamie Waters

December 24, 2022 12:00 am ET

Appeared in the Dec 24, 2022 , print edition as 'Fly Away, Allbirds'",9
223,"KEYWORDS: CHRISTOPHER MIMS
Are You ‘Extremely Hardcore’ or Not? How Elon Musk Is Dividing Silicon Valley’s Elite

Debates about the Twitter leader’s management are spilling out into public. “This isn’t business for them—it’s personal, it’s political, it’s philosophical.”

Christopher Mims

December 24, 2022 12:00 am ET

Appeared in the Dec 24, 2022 , print edition as 'How Elon Musk Is Dividing Silicon Valley’s Elite'",9
224,"U.S. MARKETS
Stocks Edge Higher After Consumer Spending Data

The Dow and S&P 500 rose, following a fresh readout on the health of the American consumer.

Matt Grossman and Caitlin Ostroff

December 23, 2022 07:18 pm ET

Appeared in the Dec 24, 2022 , print edition as 'Stocks Edge Higher on Spending Data'",9
225,"BUSINESS
Elon Musk’s Finances Complicated by Declining Wealth, Twitter Pressures

The billionaire’s borrowing power has shrunk as shares in Tesla have sharply declined.

Tim Higgins

December 23, 2022 06:32 pm ET

Appeared in the Dec 24, 2022 , print edition as 'Musk’s Financial Might Wanes With Decline in Tesla Shares'",9
226,"BUSINESS
Elon Musk Says He Will Pause Selling Tesla Shares

The Tesla CEO says a share buyback would depend on the severity of any recession.

Robert Wall

December 23, 2022 11:23 am ET

Appeared in the Dec 23, 2022 , print edition as 'Musk Vows To Pause Sales of Tesla Stock'",9
227,"Investors Shy Away From Risky Margin Bets

Gunjan Banerji

December 23, 2022 09:45 am ET",4
228,"Stocks to Watch: Tesla, AMC, Meta

Caitlin Ostroff

December 23, 2022 08:27 am ET",4
229,"TECH
Musk Invokes Twitter Succession Without Giving Clarity on Successor

The billionaire owner of the social-media platform has assembled a team to keep the platform running while questions on the top job go unanswered.

Alexa Corse

December 23, 2022 08:00 am ET

Appeared in the Dec 24, 2022 , print edition as 'At Twitter, Question Of Succession Drives Speculation, Mystery'",9
